gene	go_id	name_1006
OTUD7A	GO:0070536	protein K63-linked deubiquitination
OTUD7A	GO:0071108	protein K48-linked deubiquitination
OTUD7A	GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process
OTUD7A	GO:0005634	nucleus
OTUD7A	GO:0005737	cytoplasm
USP47	GO:0004843	thiol-dependent ubiquitin-specific protease activity
USP47	GO:0005515	protein binding
USP47	GO:0008233	peptidase activity
USP47	GO:0008234	cysteine-type peptidase activity
USP47	GO:0016787	hydrolase activity
USP47	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
USP47	GO:0071987	WD40-repeat domain binding
USP47	GO:0006281	DNA repair
USP47	GO:0006284	base-excision repair
USP47	GO:0006508	proteolysis
USP47	GO:0006511	ubiquitin-dependent protein catabolic process
USP47	GO:0006974	cellular response to DNA damage stimulus
USP47	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle
USP47	GO:0016579	protein deubiquitination
USP47	GO:0030307	positive regulation of cell growth
USP47	GO:0034644	cellular response to UV
USP47	GO:0035520	monoubiquitinated protein deubiquitination
USP47	GO:0042493	response to drug
USP47	GO:0043066	negative regulation of apoptotic process
USP47	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
USP47	GO:0045892	negative regulation of transcription, DNA-templated
USP47	GO:0005634	nucleus
USP47	GO:0005737	cytoplasm
USP47	GO:0019005	SCF ubiquitin ligase complex
USP47	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
HIST1H2AK	GO:0070062	extracellular exosome
HIST1H2AK	GO:0000790	nuclear chromatin
HIST1H2AK	GO:0008150	biological_process
HIST1H2AK	GO:0006342	chromatin silencing
HIST1H2AK	GO:0019899	enzyme binding
HIST1H2AK	GO:0005515	protein binding
HIST1H2AK	GO:0003677	DNA binding
HIST1H2AK	GO:0005694	chromosome
HIST1H2AK	GO:0005634	nucleus
HIST1H2AK	GO:0000786	nucleosome
HIST1H2AK	GO:0046982	protein heterodimerization activity
LIPH	GO:0004620	phospholipase activity
LIPH	GO:0008201	heparin binding
LIPH	GO:0016787	hydrolase activity
LIPH	GO:0052689	carboxylic ester hydrolase activity
LIPH	GO:0006629	lipid metabolic process
LIPH	GO:0016042	lipid catabolic process
LIPH	GO:0044241	lipid digestion
LIPH	GO:0005576	extracellular region
LIPH	GO:0005615	extracellular space
LIPH	GO:0005886	plasma membrane
LIPH	GO:0016020	membrane
LIPH		
INSM1	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding
INSM1	GO:0001047	core promoter binding
INSM1	GO:0001078	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding
INSM1	GO:0003676	nucleic acid binding
INSM1	GO:0003677	DNA binding
INSM1	GO:0003700	transcription factor activity, sequence-specific DNA binding
INSM1	GO:0030332	cyclin binding
INSM1	GO:0031490	chromatin DNA binding
INSM1	GO:0042826	histone deacetylase binding
INSM1	GO:0046872	metal ion binding
INSM1	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
INSM1	GO:0001933	negative regulation of protein phosphorylation
INSM1	GO:0003309	type B pancreatic cell differentiation
INSM1	GO:0003310	pancreatic A cell differentiation
INSM1	GO:0003323	type B pancreatic cell development
INSM1	GO:0003358	noradrenergic neuron development
INSM1	GO:0006351	transcription, DNA-templated
INSM1	GO:0006355	regulation of transcription, DNA-templated
INSM1	GO:0007049	cell cycle
INSM1	GO:0007275	multicellular organism development
INSM1	GO:0007399	nervous system development
INSM1	GO:0008284	positive regulation of cell proliferation
INSM1	GO:0008285	negative regulation of cell proliferation
INSM1	GO:0010468	regulation of gene expression
INSM1	GO:0030154	cell differentiation
INSM1	GO:0030335	positive regulation of cell migration
INSM1	GO:0031018	endocrine pancreas development
INSM1	GO:0035270	endocrine system development
INSM1	GO:0042421	norepinephrine biosynthetic process
INSM1	GO:0043254	regulation of protein complex assembly
INSM1	GO:0045597	positive regulation of cell differentiation
INSM1	GO:0060290	transdifferentiation
INSM1	GO:0061104	adrenal chromaffin cell differentiation
INSM1	GO:0061549	sympathetic ganglion development
INSM1	GO:0071158	positive regulation of cell cycle arrest
INSM1	GO:2000179	positive regulation of neural precursor cell proliferation
INSM1	GO:0005634	nucleus
INSM1	GO:0005654	nucleoplasm
INSM1	GO:0017053	transcriptional repressor complex
STX16	GO:0043231	intracellular membrane-bounded organelle
STX16	GO:0031201	SNARE complex
STX16	GO:0016020	membrane
STX16	GO:0016192	vesicle-mediated transport
STX16	GO:0006886	intracellular protein transport
TRIM24	GO:0005829	cytosol
TRIM24	GO:0005737	cytoplasm
TRIM24	GO:0005726	perichromatin fibrils
TRIM24	GO:0005719	nuclear euchromatin
TRIM24	GO:0005634	nucleus
TRIM24	GO:0005622	intracellular
TRIM24	GO:1901796	regulation of signal transduction by p53 class mediator
TRIM24	GO:0071391	cellular response to estrogen stimulus
TRIM24	GO:0070562	regulation of vitamin D receptor signaling pathway
TRIM24	GO:0055074	calcium ion homeostasis
TRIM24	GO:0046777	protein autophosphorylation
TRIM24	GO:0045893	positive regulation of transcription, DNA-templated
TRIM24	GO:0045892	negative regulation of transcription, DNA-templated
TRIM24	GO:0042981	regulation of apoptotic process
TRIM24	GO:0031647	regulation of protein stability
TRIM24	GO:0030163	protein catabolic process
TRIM24	GO:0018108	peptidyl-tyrosine phosphorylation
TRIM24	GO:0016567	protein ubiquitination
TRIM24	GO:0010628	positive regulation of gene expression
TRIM24	GO:0008285	negative regulation of cell proliferation
TRIM24	GO:0006468	protein phosphorylation
TRIM24	GO:0006366	transcription from RNA polymerase II promoter
TRIM24	GO:0006355	regulation of transcription, DNA-templated
TRIM24	GO:0006351	transcription, DNA-templated
TRIM24	GO:0070577	lysine-acetylated histone binding
TRIM24	GO:0061630	ubiquitin protein ligase activity
TRIM24	GO:0046872	metal ion binding
TRIM24	GO:0043565	sequence-specific DNA binding
TRIM24	GO:0034056	estrogen response element binding
TRIM24	GO:0016922	ligand-dependent nuclear receptor binding
TRIM24	GO:0016874	ligase activity
TRIM24	GO:0008270	zinc ion binding
TRIM24	GO:0005515	protein binding
TRIM24	GO:0005102	receptor binding
TRIM24	GO:0004842	ubiquitin-protein transferase activity
TRIM24	GO:0004713	protein tyrosine kinase activity
TRIM24	GO:0004672	protein kinase activity
TRIM24	GO:0003713	transcription coactivator activity
TRIM24	GO:0003682	chromatin binding
TRIM24	GO:0003677	DNA binding
TRIM24	GO:0002039	p53 binding
TRIM24	GO:0035064	methylated histone binding
ATP6V0A2	GO:0015078	hydrogen ion transmembrane transporter activity
ATP6V0A2	GO:0046961	proton-transporting ATPase activity, rotational mechanism
ATP6V0A2	GO:0051117	ATPase binding
ATP6V0A2	GO:0006810	transport
ATP6V0A2	GO:0006811	ion transport
ATP6V0A2	GO:0006955	immune response
ATP6V0A2	GO:0007035	vacuolar acidification
ATP6V0A2	GO:0008286	insulin receptor signaling pathway
ATP6V0A2	GO:0015986	ATP synthesis coupled proton transport
ATP6V0A2	GO:0015991	ATP hydrolysis coupled proton transport
ATP6V0A2	GO:0015992	proton transport
ATP6V0A2	GO:0016241	regulation of macroautophagy
ATP6V0A2	GO:0033572	transferrin transport
ATP6V0A2	GO:0034220	ion transmembrane transport
ATP6V0A2	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
ATP6V0A2	GO:0090383	phagosome acidification
ATP6V0A2	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain
ATP6V0A2	GO:0001669	acrosomal vesicle
ATP6V0A2	GO:0005737	cytoplasm
ATP6V0A2	GO:0005765	lysosomal membrane
ATP6V0A2	GO:0005768	endosome
ATP6V0A2	GO:0005886	plasma membrane
ATP6V0A2	GO:0005925	focal adhesion
ATP6V0A2	GO:0010008	endosome membrane
ATP6V0A2	GO:0016020	membrane
ATP6V0A2	GO:0016021	integral component of membrane
ATP6V0A2	GO:0016471	vacuolar proton-transporting V-type ATPase complex
ATP6V0A2	GO:0030670	phagocytic vesicle membrane
ATP6V0A2	GO:0033179	proton-transporting V-type ATPase, V0 domain
FHAD1		
RNF138	GO:0008270	zinc ion binding
RNF138	GO:0003677	DNA binding
RNF138	GO:0003697	single-stranded DNA binding
RNF138	GO:0005515	protein binding
RNF138	GO:0016874	ligase activity
RNF138	GO:0019901	protein kinase binding
RNF138	GO:0031624	ubiquitin conjugating enzyme binding
RNF138	GO:0046872	metal ion binding
RNF138	GO:0061630	ubiquitin protein ligase activity
RNF138	GO:0000209	protein polyubiquitination
RNF138	GO:0000724	double-strand break repair via homologous recombination
RNF138	GO:0006281	DNA repair
RNF138	GO:0006974	cellular response to DNA damage stimulus
RNF138	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing
RNF138	GO:0016055	Wnt signaling pathway
RNF138	GO:0016567	protein ubiquitination
RNF138	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
RNF138	GO:0005634	nucleus
RNF138	GO:0005694	chromosome
RNF138	GO:0035861	site of double-strand break
RNF138		
STX16	GO:0048471	perinuclear region of cytoplasm
STX16	GO:0032588	trans-Golgi network membrane
STX16	GO:0031985	Golgi cisterna
STX16	GO:0016021	integral component of membrane
STX16	GO:0005925	focal adhesion
STX16	GO:0005829	cytosol
STX16	GO:0005802	trans-Golgi network
STX16	GO:0005794	Golgi apparatus
STX16	GO:0005737	cytoplasm
STX16	GO:0000139	Golgi membrane
STX16	GO:0090161	Golgi ribbon formation
STX16	GO:0048278	vesicle docking
STX16	GO:0042147	retrograde transport, endosome to Golgi
STX16	GO:0015031	protein transport
STX16	GO:0006906	vesicle fusion
STX16	GO:0006810	transport
STX16	GO:0019905	syntaxin binding
STX16	GO:0005515	protein binding
STX16	GO:0005484	SNAP receptor activity
STX16		
HLA-E	GO:0002376	immune system process
HLA-E	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
HLA-E	GO:0006955	immune response
HLA-E	GO:0019882	antigen processing and presentation
HLA-E	GO:0016020	membrane
HLA-E	GO:0016021	integral component of membrane
HLA-E	GO:0042612	MHC class I protein complex
PSMB8	GO:0004175	endopeptidase activity
PSMB8	GO:0004298	threonine-type endopeptidase activity
PSMB8	GO:0008233	peptidase activity
PSMB8	GO:0016787	hydrolase activity
PSMB8	GO:0000165	MAPK cascade
PSMB8	GO:0000209	protein polyubiquitination
PSMB8	GO:0002223	stimulatory C-type lectin receptor signaling pathway
PSMB8	GO:0002376	immune system process
PSMB8	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
PSMB8	GO:0006508	proteolysis
PSMB8	GO:0006521	regulation of cellular amino acid metabolic process
PSMB8	GO:0016032	viral process
PSMB8	GO:0030154	cell differentiation
PSMB8	GO:0031145	anaphase-promoting complex-dependent catabolic process
PSMB8	GO:0033209	tumor necrosis factor-mediated signaling pathway
PSMB8	GO:0038061	NIK/NF-kappaB signaling
PSMB8	GO:0038095	Fc-epsilon receptor signaling pathway
PSMB8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
PSMB8	GO:0043488	regulation of mRNA stability
PSMB8	GO:0045444	fat cell differentiation
PSMB8	GO:0050852	T cell receptor signaling pathway
PSMB8	GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
PSMB8	GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition
PSMB8	GO:0051603	proteolysis involved in cellular protein catabolic process
PSMB8	GO:0052548	regulation of endopeptidase activity
PSMB8	GO:0060071	Wnt signaling pathway, planar cell polarity pathway
PSMB8	GO:0060337	type I interferon signaling pathway
PSMB8	GO:0090090	negative regulation of canonical Wnt signaling pathway
PSMB8	GO:0090263	positive regulation of canonical Wnt signaling pathway
PSMB8	GO:0000502	proteasome complex
PSMB8	GO:0005634	nucleus
PSMB8	GO:0005654	nucleoplasm
PSMB8	GO:0005737	cytoplasm
PSMB8	GO:0005829	cytosol
PSMB8	GO:0005839	proteasome core complex
PSMB8	GO:0070062	extracellular exosome
PSMB8	GO:1990111	spermatoproteasome complex
MAP3K14	GO:0000166	nucleotide binding
MAP3K14	GO:0004672	protein kinase activity
MAP3K14	GO:0004674	protein serine/threonine kinase activity
MAP3K14	GO:0004702	receptor signaling protein serine/threonine kinase activity
MAP3K14	GO:0004704	NF-kappaB-inducing kinase activity
MAP3K14	GO:0004709	MAP kinase kinase kinase activity
MAP3K14	GO:0005515	protein binding
MAP3K14	GO:0005524	ATP binding
MAP3K14	GO:0016301	kinase activity
MAP3K14	GO:0016740	transferase activity
MAP3K14	GO:0000165	MAPK cascade
MAP3K14	GO:0000186	activation of MAPKK activity
MAP3K14	GO:0006468	protein phosphorylation
MAP3K14	GO:0006955	immune response
MAP3K14	GO:0007249	I-kappaB kinase/NF-kappaB signaling
MAP3K14	GO:0016310	phosphorylation
MAP3K14	GO:0023014	signal transduction by protein phosphorylation
MAP3K14	GO:0031295	T cell costimulation
MAP3K14	GO:0033209	tumor necrosis factor-mediated signaling pathway
MAP3K14	GO:0038061	NIK/NF-kappaB signaling
MAP3K14	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
MAP3K14	GO:0071260	cellular response to mechanical stimulus
MAP3K14	GO:0005737	cytoplasm
MAP3K14	GO:0005829	cytosol
MAP3K14		
TMED6	GO:0006810	transport
TMED6	GO:0005783	endoplasmic reticulum
TMED6	GO:0005789	endoplasmic reticulum membrane
TMED6	GO:0016020	membrane
TMED6	GO:0016021	integral component of membrane
GUCY1A2	GO:0004016	adenylate cyclase activity
GUCY1A2	GO:0000166	nucleotide binding
GUCY1A2	GO:0004383	guanylate cyclase activity
GUCY1A2	GO:0005525	GTP binding
GUCY1A2	GO:0016829	lyase activity
GUCY1A2	GO:0016849	phosphorus-oxygen lyase activity
GUCY1A2	GO:0020037	heme binding
GUCY1A2	GO:0006182	cGMP biosynthetic process
GUCY1A2	GO:0007165	signal transduction
GUCY1A2	GO:0009190	cyclic nucleotide biosynthetic process
GUCY1A2	GO:0035556	intracellular signal transduction
GUCY1A2	GO:0005737	cytoplasm
GUCY1A2	GO:0005886	plasma membrane
GUCY1A2	GO:0008074	guanylate cyclase complex, soluble
GUCY1A2	GO:0030828	positive regulation of cGMP biosynthetic process
C1GALT1C1	GO:0005515	protein binding
C1GALT1C1	GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity
C1GALT1C1	GO:0006493	protein O-linked glycosylation
C1GALT1C1	GO:0016266	O-glycan processing
C1GALT1C1	GO:0016267	O-glycan processing, core 1
C1GALT1C1	GO:0030168	platelet activation
C1GALT1C1	GO:0036344	platelet morphogenesis
C1GALT1C1	GO:0000139	Golgi membrane
C1GALT1C1	GO:0016020	membrane
C1GALT1C1	GO:0016021	integral component of membrane
C1GALT1C1	GO:0070062	extracellular exosome
TRIM31	GO:0005622	intracellular
TRIM31	GO:0046872	metal ion binding
TRIM31	GO:0008270	zinc ion binding
C3orf52	GO:0005515	protein binding
C3orf52	GO:0005783	endoplasmic reticulum
C3orf52	GO:0005789	endoplasmic reticulum membrane
C3orf52	GO:0016020	membrane
C3orf52	GO:0016021	integral component of membrane
TMEM26	GO:0016020	membrane
TMEM26	GO:0016021	integral component of membrane
TMEM26		
CA5B	GO:0005739	mitochondrion
CA5B	GO:0008270	zinc ion binding
CA5B	GO:0004089	carbonate dehydratase activity
TRIM21		
CA5B	GO:0006730	one-carbon metabolic process
CA5B	GO:0046872	metal ion binding
CA5B	GO:0016829	lyase activity
CA5B	GO:0015701	bicarbonate transport
CA5B	GO:0005759	mitochondrial matrix
TRIM21	GO:0031410	cytoplasmic vesicle
TRIM21	GO:0030529	intracellular ribonucleoprotein complex
TRIM21	GO:0005829	cytosol
TRIM21	GO:0005776	autophagosome
TRIM21	GO:0005737	cytoplasm
TRIM21	GO:0005634	nucleus
TRIM21	GO:0005622	intracellular
TRIM21	GO:0000932	cytoplasmic mRNA processing body
TRIM21	GO:1902187	negative regulation of viral release from host cell
TRIM21	GO:0090086	negative regulation of protein deubiquitination
TRIM21	GO:0070206	protein trimerization
TRIM21	GO:0060333	interferon-gamma-mediated signaling pathway
TRIM21	GO:0051865	protein autoubiquitination
TRIM21	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity
TRIM21	GO:0046598	positive regulation of viral entry into host cell
TRIM21	GO:0045787	positive regulation of cell cycle
TRIM21	GO:0045087	innate immune response
TRIM21	GO:0034341	response to interferon-gamma
TRIM21	GO:0032897	negative regulation of viral transcription
TRIM21	GO:0032479	regulation of type I interferon production
TRIM21	GO:0032088	negative regulation of NF-kappaB transcription factor activity
TRIM21	GO:0031648	protein destabilization
TRIM21	GO:0016567	protein ubiquitination
TRIM21	GO:0010508	positive regulation of autophagy
TRIM21	GO:0007049	cell cycle
TRIM21	GO:0006513	protein monoubiquitination
TRIM21	GO:0000209	protein polyubiquitination
TRIM21	GO:0046872	metal ion binding
TRIM21	GO:0042802	identical protein binding
TRIM21	GO:0016874	ligase activity
TRIM21	GO:0008270	zinc ion binding
TRIM21	GO:0005515	protein binding
TRIM21	GO:0004842	ubiquitin-protein transferase activity
TRIM21	GO:0003723	RNA binding
TRIM21	GO:0003677	DNA binding
TRIM21	GO:0019005	SCF ubiquitin ligase complex
DEC1	GO:0008285	negative regulation of cell proliferation
DEC1		
FAM3B	GO:0005125	cytokine activity
FAM3B	GO:0006915	apoptotic process
FAM3B	GO:0030073	insulin secretion
FAM3B	GO:0005576	extracellular region
FAM3B	GO:0005615	extracellular space
FAM3B	GO:0070062	extracellular exosome
FAM3B		
ZNF703	GO:0003676	nucleic acid binding
ZNF703	GO:0005515	protein binding
ZNF703	GO:0046872	metal ion binding
ZNF703	GO:0070491	repressing transcription factor binding
ZNF703	GO:0006351	transcription, DNA-templated
ZNF703	GO:0006355	regulation of transcription, DNA-templated
ZNF703	GO:0008284	positive regulation of cell proliferation
ZNF703	GO:0010718	positive regulation of epithelial to mesenchymal transition
